REF_DATE,GEO,DGUID,Products,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jan-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,10.64,,,,2
Feb-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,9.92,,,,2
Mar-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,10.31,,,,2
Apr-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,11.12,,,,2
May-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,11.23,,,,2
Jun-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,11.5,,,,2
Jul-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,11.19,,,,2
Aug-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,11.45,,,,2
Sep-23,Canada,2016A000011124,"Ground beef, per kilogram",Dollars,81,units,0,v1353834274,11.4,11.69,,,,2
Jan-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,9.65,,,,2
Feb-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,7.9,,,,2
Mar-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,7.92,,,,2
Apr-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,9.57,,,,2
May-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,8.88,,,,2
Jun-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,8.72,,,,2
Jul-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,8.93,,,,2
Aug-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,9.13,,,,2
Sep-23,Canada,2016A000011124,"Pork loin cuts, per kilogram",Dollars,81,units,0,v1353834275,11.5,9.29,,,,2
Jan-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.67,,,,2
Feb-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,9.01,,,,2
Mar-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.97,,,,2
Apr-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.64,,,,2
May-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.7,,,,2
Jun-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.16,,,,2
Jul-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.86,,,,2
Aug-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,9.4,,,,2
Sep-23,Canada,2016A000011124,"Pork rib cuts, per kilogram",Dollars,81,units,0,v1353834276,11.6,8.89,,,,2
Jan-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,4.48,,,,2
Feb-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,6.18,,,,2
Mar-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,5.79,,,,2
Apr-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,7.41,,,,2
May-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,8.58,,,,2
Jun-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,8.8,,,,2
Jul-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,7.35,,,,2
Aug-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,8.35,,,,2
Sep-23,Canada,2016A000011124,"Pork shoulder cuts, per kilogram",Dollars,81,units,0,v1353834312,11.42,6.53,,,,2
Jan-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,5.86,,,,2
Feb-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,6.39,,,,2
Mar-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,6.21,,,,2
Apr-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,5.96,,,,2
May-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,5.98,,,,2
Jun-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,6.14,,,,2
Jul-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,6.99,,,,2
Aug-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,6.98,,,,2
Sep-23,Canada,2016A000011124,"Whole chicken, per kilogram",Dollars,81,units,0,v1353834277,11.7,6.16,,,,2
Jan-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,13.99,,,,2
Feb-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,14.04,,,,2
Mar-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,14.72,,,,2
Apr-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,14.68,,,,2
May-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,13.82,,,,2
Jun-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,14.36,,,,2
Jul-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,14.61,,,,2
Aug-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,14.75,,,,2
Sep-23,Canada,2016A000011124,"Chicken breasts, per kilogram",Dollars,81,units,0,v1353834278,11.8,15.48,,,,2
Jan-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.1,,,,2
Feb-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,11.48,,,,2
Mar-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,11.96,,,,2
Apr-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.26,,,,2
May-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.16,,,,2
Jun-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.78,,,,2
Jul-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.47,,,,2
Aug-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.64,,,,2
Sep-23,Canada,2016A000011124,"Chicken thigh, per kilogram",Dollars,81,units,0,v1353834279,11.9,12.49,,,,2
Jan-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,6.76,,,,2
Feb-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,6.48,,,,2
Mar-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,5.84,,,,2
Apr-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,5.93,,,,2
May-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,6.32,,,,2
Jun-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,6.31,,,,2
Jul-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,6.65,,,,2
Aug-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,6.58,,,,2
Sep-23,Canada,2016A000011124,"Chicken drumsticks, per kilogram",Dollars,81,units,0,v1353834313,11.43,5.83,,,,2
Jan-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,7.04,,,,2
Feb-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.75,,,,2
Mar-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.79,,,,2
Apr-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.59,,,,2
May-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.33,,,,2
Jun-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.46,,,,2
Jul-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.62,,,,2
Aug-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,6.67,,,,2
Sep-23,Canada,2016A000011124,"Bacon, 500 grams",Dollars,81,units,0,v1353834280,11.1,7.33,,,,2
Jan-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,3.79,,,,2
Feb-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,4.08,,,,2
Mar-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,4.01,,,,2
Apr-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,3.95,,,,2
May-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,3.94,,,,2
Jun-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,3.95,,,,2
Jul-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,4.04,,,,2
Aug-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,3.94,,,,2
Sep-23,Canada,2016A000011124,"Wieners, 400 grams",Dollars,81,units,0,v1353834281,11.11,3.89,,,,2
Jan-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,28.93,,,,2
Feb-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,28.32,,,,2
Mar-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,29.1,,,,2
Apr-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,28.21,,,,2
May-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,29.09,,,,2
Jun-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,27.38,,,,2
Jul-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,26.07,,,,2
Aug-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,23.9,,,,2
Sep-23,Canada,2016A000011124,"Salmon, per kilogram",Dollars,81,units,0,v1458869929,11.78,26.14,,,,2
Jan-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.91,,,,2
Feb-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.73,,,,2
Mar-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.54,,,,2
Apr-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.89,,,,2
May-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.97,,,,2
Jun-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.93,,,,2
Jul-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.89,,,,2
Aug-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.81,,,,2
Sep-23,Canada,2016A000011124,"Shrimp, 300 grams",Dollars,81,units,0,v1458869931,11.79,7.83,,,,2
Jan-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.79,,,,2
Feb-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.42,,,,2
Mar-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.85,,,,2
Apr-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.65,,,,2
May-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.71,,,,2
Jun-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.45,,,,2
Jul-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,5.1,,,,2
Aug-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,5.02,,,,2
Sep-23,Canada,2016A000011124,"Canned salmon, 213 grams",Dollars,81,units,0,v1353834314,11.44,4.61,,,,2
Jan-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.75,,,,2
Feb-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.85,,,,2
Mar-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.86,,,,2
Apr-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.83,,,,2
May-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.85,,,,2
Jun-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,2.01,,,,2
Jul-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.72,,,,2
Aug-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.9,,,,2
Sep-23,Canada,2016A000011124,"Canned tuna, 170 grams",Dollars,81,units,0,v1353834282,11.12,1.96,,,,2
Jan-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,5.79,,,,2
Feb-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,6,,,,2
Mar-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,5.97,,,,2
Apr-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,6.01,,,,2
May-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,5.83,,,,2
Jun-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,5.87,,,,2
Jul-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,5.87,,,,2
Aug-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,6.03,,,,2
Sep-23,Canada,2016A000011124,"Meatless burgers, 226 grams",Dollars,81,units,0,v1458869922,11.8,6.01,,,,2
Jan-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.89,,,,2
Feb-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.95,,,,2
Mar-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.96,,,,2
Apr-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.97,,,,2
May-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.97,,,,2
Jun-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.98,,,,2
Jul-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,3,,,,2
Aug-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,3,,,,2
Sep-23,Canada,2016A000011124,"Milk, 1 litre",Dollars,81,units,0,v1353834283,11.13,2.99,,,,2
Jan-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,4.92,,,,2
Feb-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.03,,,,2
Mar-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.08,,,,2
Apr-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.07,,,,2
May-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.05,,,,2
Jun-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.1,,,,2
Jul-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.14,,,,2
Aug-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.09,,,,2
Sep-23,Canada,2016A000011124,"Milk, 2 litres",Dollars,81,units,0,v1353834284,11.14,5.06,,,,2
Jan-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.29,,,,2
Feb-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.42,,,,2
Mar-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.45,,,,2
Apr-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.46,,,,2
May-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.45,,,,2
Jun-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.43,,,,2
Jul-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.39,,,,2
Aug-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.4,,,,2
Sep-23,Canada,2016A000011124,"Milk, 4 litres",Dollars,81,units,0,v1353834285,11.15,6.37,,,,2
Jan-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.34,,,,2
Feb-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.19,,,,2
Mar-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.25,,,,2
Apr-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.42,,,,2
May-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.26,,,,2
Jun-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.43,,,,2
Jul-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.31,,,,2
Aug-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.24,,,,2
Sep-23,Canada,2016A000011124,"Soy milk, 1.89 litres",Dollars,81,units,0,v1458869932,11.81,4.32,,,,2
Jan-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.23,,,,2
Feb-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.13,,,,2
Mar-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.21,,,,2
Apr-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.31,,,,2
May-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.11,,,,2
Jun-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.33,,,,2
Jul-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.17,,,,2
Aug-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.18,,,,2
Sep-23,Canada,2016A000011124,"Nut milk, 1.89 litres",Dollars,81,units,0,v1458869923,11.82,4.23,,,,2
Jan-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.47,,,,2
Feb-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.45,,,,2
Mar-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.43,,,,2
Apr-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.4,,,,2
May-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.64,,,,2
Jun-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.68,,,,2
Jul-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.65,,,,2
Aug-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.66,,,,2
Sep-23,Canada,2016A000011124,"Cream, 1 litre",Dollars,81,units,0,v1353834286,11.16,4.46,,,,2
Jan-23,Canada,2016A000011124,"Butter, 454 grams",Dollars,81,units,0,v1353834287,11.17,5.87,,,,2
